,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
107,84.0,Leandro Barbosa,28.0,TOR,SG,58.0,0.0,24.1,5.1,11.3,0.45,1.2,3.7,0.338,3.8,7.6,0.505,0.505,1.9,2.4,0.796,0.2,1.5,1.7,2.1,0.9,0.1,1.4,1.9,13.3,
108,85.0,Ramon Sessions,24.0,CLE,PG,81.0,38.0,26.3,4.5,9.6,0.466,0.0,0.2,0.2,4.4,9.4,0.472,0.468,4.3,5.2,0.823,0.6,2.6,3.1,5.2,0.7,0.1,2.2,1.1,13.3,
109,86.0,Darren Collison,23.0,IND,PG,79.0,79.0,29.9,5.0,11.0,0.457,0.5,1.6,0.331,4.5,9.4,0.479,0.481,2.6,2.9,0.871,0.5,2.3,2.8,5.1,1.1,0.2,2.5,1.4,13.2,
110,87.0,Grant Hill,38.0,PHO,SF,80.0,80.0,30.1,5.0,10.3,0.484,0.6,1.4,0.395,4.4,8.9,0.498,0.511,2.7,3.2,0.829,1.0,3.3,4.2,2.5,0.8,0.4,1.7,2.3,13.2,DPOY-7
111,88.0,Anthony Morrow,25.0,NJN,SG,58.0,47.0,32.0,4.8,10.7,0.45,1.9,4.5,0.423,2.9,6.2,0.469,0.539,1.7,1.8,0.897,0.6,2.3,3.0,1.2,0.3,0.1,0.9,2.3,13.2,
112,89.0,Baron Davis,31.0,2TM,PG,58.0,44.0,28.4,5.0,11.9,0.417,1.4,4.1,0.339,3.6,7.8,0.458,0.475,1.7,2.3,0.771,0.6,2.1,2.7,6.7,1.3,0.5,2.5,2.5,13.1,
113,89.0,Baron Davis,31.0,LAC,PG,43.0,35.0,29.5,5.0,12.0,0.416,1.0,3.5,0.296,3.9,8.4,0.466,0.459,1.8,2.4,0.76,0.7,2.1,2.8,7.0,1.4,0.5,2.5,2.7,12.8,
114,89.0,Baron Davis,31.0,CLE,PG,15.0,9.0,25.3,5.0,11.9,0.421,2.4,5.8,0.414,2.6,6.1,0.429,0.522,1.5,1.8,0.815,0.4,2.0,2.4,6.1,1.1,0.4,2.6,1.9,13.9,
115,90.0,Jameer Nelson,28.0,ORL,PG,76.0,76.0,30.5,4.9,11.0,0.446,1.6,3.9,0.401,3.4,7.1,0.471,0.517,1.7,2.1,0.802,0.5,2.5,3.0,6.0,1.0,0.0,2.6,2.8,13.1,
116,91.0,Marcus Thornton,23.0,2TM,SG,73.0,23.0,24.3,4.8,11.1,0.434,1.2,3.3,0.367,3.6,7.8,0.462,0.488,2.0,2.5,0.788,0.8,2.7,3.5,1.8,0.9,0.1,1.3,1.5,12.8,
117,91.0,Marcus Thornton,23.0,NOH,SG,46.0,0.0,16.2,3.0,7.3,0.41,0.8,2.0,0.376,2.2,5.2,0.423,0.463,1.1,1.4,0.758,0.5,2.3,2.8,0.9,0.4,0.1,0.8,1.1,7.8,
118,91.0,Marcus Thornton,23.0,SAC,SG,27.0,23.0,38.1,7.9,17.5,0.45,2.0,5.4,0.361,5.9,12.1,0.491,0.506,3.5,4.4,0.805,1.3,3.4,4.7,3.4,1.7,0.2,2.1,2.2,21.3,
119,92.0,Andrew Bogut,26.0,MIL,C,65.0,65.0,35.3,5.6,11.4,0.495,0.0,0.1,0.0,5.6,11.4,0.497,0.495,1.5,3.3,0.442,3.1,8.0,11.1,2.0,0.7,2.6,1.9,3.3,12.8,DPOY-6
120,93.0,C.J. Miles,23.0,UTA,SF,78.0,19.0,25.2,4.7,11.5,0.407,1.4,4.3,0.322,3.3,7.2,0.459,0.468,2.0,2.5,0.811,0.7,2.6,3.3,1.7,0.9,0.5,1.2,2.8,12.8,
121,94.0,Channing Frye,27.0,PHO,PF,77.0,64.0,33.0,4.6,10.8,0.432,2.2,5.7,0.39,2.4,5.1,0.479,0.535,1.2,1.4,0.832,0.8,5.8,6.7,1.2,0.6,1.0,0.9,3.5,12.7,
122,95.0,Roy Hibbert,24.0,IND,C,81.0,80.0,27.7,5.1,11.0,0.461,0.0,0.0,0.0,5.1,10.9,0.463,0.461,2.5,3.4,0.745,2.2,5.3,7.5,2.0,0.4,1.8,2.3,3.2,12.7,
123,96.0,Andre Miller,34.0,POR,PG,81.0,81.0,32.7,4.8,10.4,0.46,0.0,0.5,0.108,4.7,10.0,0.476,0.462,3.1,3.6,0.853,1.2,2.5,3.7,7.0,1.4,0.1,2.4,2.1,12.7,
124,97.0,Thaddeus Young,22.0,PHI,PF,82.0,1.0,26.0,5.6,10.3,0.541,0.1,0.3,0.273,5.5,10.1,0.548,0.544,1.5,2.1,0.707,1.9,3.4,5.3,1.0,1.1,0.3,1.2,2.1,12.7,6MOY-3
125,98.0,Arron Afflalo,25.0,DEN,SG,69.0,69.0,33.7,4.5,9.1,0.498,1.5,3.6,0.423,3.0,5.5,0.546,0.581,2.0,2.4,0.847,0.7,3.0,3.6,2.4,0.5,0.4,1.0,2.2,12.6,
126,99.0,Shawn Marion,32.0,DAL,SF,80.0,27.0,28.2,5.4,10.4,0.52,0.1,0.4,0.152,5.4,10.0,0.536,0.523,1.6,2.1,0.768,2.1,4.8,6.9,1.4,0.9,0.6,1.6,1.8,12.5,
127,100.0,Nicolas Batum,22.0,POR,SF,80.0,67.0,31.5,4.6,10.1,0.455,1.5,4.3,0.345,3.1,5.8,0.535,0.528,1.7,2.1,0.841,1.4,3.2,4.5,1.5,0.9,0.6,1.0,2.4,12.4,
128,101.0,Chris Kaman,28.0,LAC,C,32.0,15.0,26.2,5.5,11.8,0.471,0.0,0.0,,5.5,11.8,0.471,0.471,1.3,1.8,0.754,1.6,5.4,7.0,1.4,0.5,1.5,1.8,2.3,12.4,
129,102.0,J.R. Smith,25.0,DEN,SF,79.0,6.0,24.9,4.3,9.9,0.435,1.6,4.0,0.39,2.7,5.9,0.466,0.514,2.1,2.8,0.738,0.6,3.5,4.1,2.2,1.2,0.2,1.3,2.2,12.3,6MOY-10
130,103.0,James Harden,21.0,OKC,SG,82.0,5.0,26.7,3.6,8.3,0.436,1.4,4.0,0.349,2.3,4.4,0.514,0.518,3.5,4.2,0.843,0.5,2.6,3.1,2.1,1.1,0.3,1.3,2.5,12.2,6MOY-7
131,104.0,Brandon Roy,26.0,POR,SG,47.0,23.0,27.9,4.4,11.1,0.4,0.8,2.4,0.333,3.6,8.7,0.418,0.436,2.5,2.9,0.848,0.6,2.0,2.6,2.7,0.8,0.3,1.2,1.6,12.2,
132,105.0,Corey Maggette,31.0,MIL,SF,67.0,18.0,20.9,3.8,8.3,0.453,0.4,1.2,0.359,3.4,7.2,0.468,0.478,4.0,4.9,0.834,0.7,2.9,3.6,1.3,0.3,0.1,1.9,2.6,12.0,
133,106.0,Carl Landry,27.0,2TM,PF,76.0,26.0,26.4,4.5,9.0,0.502,0.0,0.1,0.0,4.5,9.0,0.505,0.502,2.8,3.8,0.74,2.2,2.4,4.6,0.8,0.5,0.4,1.4,2.6,11.9,
134,106.0,Carl Landry,27.0,SAC,PF,53.0,16.0,26.5,4.5,9.1,0.492,0.0,0.1,0.0,4.5,9.1,0.495,0.492,2.9,4.1,0.721,2.4,2.4,4.8,0.9,0.6,0.4,1.5,2.4,11.9,
135,106.0,Carl Landry,27.0,NOH,PF,23.0,10.0,26.2,4.7,8.8,0.527,0.0,0.0,0.0,4.7,8.8,0.53,0.527,2.5,3.2,0.795,1.7,2.4,4.1,0.6,0.4,0.5,1.2,3.1,11.8,
136,107.0,Luke Ridnour,29.0,MIN,PG,71.0,66.0,30.4,4.5,9.6,0.468,1.1,2.6,0.44,3.4,7.0,0.479,0.528,1.7,1.9,0.883,0.5,2.3,2.8,5.4,1.3,0.1,2.2,2.1,11.8,
137,108.0,Jordan Crawford,22.0,2TM,SG,42.0,18.0,24.5,4.6,11.9,0.384,0.8,3.0,0.258,3.8,8.9,0.427,0.417,1.7,2.0,0.869,0.7,1.8,2.5,2.8,0.9,0.1,2.0,1.5,11.7,
138,108.0,Jordan Crawford,22.0,ATL,SG,16.0,0.0,10.0,1.7,4.8,0.351,0.6,1.7,0.333,1.1,3.1,0.36,0.409,0.3,0.4,0.667,0.6,1.2,1.8,0.9,0.2,0.0,0.9,0.8,4.2,
139,108.0,Jordan Crawford,22.0,WAS,SG,26.0,18.0,33.3,6.3,16.3,0.39,0.9,3.9,0.238,5.4,12.4,0.438,0.418,2.7,3.0,0.885,0.8,2.1,3.0,3.9,1.4,0.1,2.6,1.9,16.3,
140,109.0,Rashard Lewis,31.0,2TM,PF,57.0,52.0,32.0,4.4,10.2,0.433,1.5,4.3,0.357,2.9,5.9,0.488,0.508,1.4,1.7,0.802,1.2,3.8,5.1,1.6,0.9,0.5,1.5,2.8,11.7,
141,109.0,Rashard Lewis,31.0,ORL,PF,25.0,25.0,32.4,4.5,10.8,0.419,1.8,4.8,0.367,2.8,6.0,0.46,0.5,1.4,1.8,0.756,0.9,3.3,4.2,1.2,0.9,0.4,1.4,2.5,12.2,
142,109.0,Rashard Lewis,31.0,WAS,SF,32.0,27.0,31.7,4.3,9.8,0.446,1.3,3.9,0.347,3.0,5.9,0.511,0.514,1.3,1.6,0.843,1.5,4.3,5.8,2.0,0.9,0.6,1.6,3.0,11.4,
143,110.0,Glen Davis,25.0,BOS,C,78.0,13.0,29.5,4.6,10.3,0.448,0.0,0.2,0.133,4.6,10.1,0.454,0.449,2.5,3.4,0.736,1.3,4.2,5.4,1.2,1.0,0.4,1.1,3.0,11.7,6MOY-4
144,111.0,Marc Gasol,26.0,MEM,C,81.0,81.0,31.9,4.5,8.5,0.527,0.0,0.1,0.429,4.5,8.4,0.528,0.529,2.7,3.6,0.748,1.9,5.1,7.0,2.5,0.9,1.7,1.8,3.3,11.7,
145,112.0,Andrei Kirilenko,29.0,UTA,SF,64.0,62.0,31.2,4.0,8.5,0.467,0.6,1.5,0.367,3.4,6.9,0.489,0.5,3.3,4.2,0.77,1.6,3.5,5.1,3.0,1.3,1.2,1.8,1.8,11.7,
146,113.0,Ty Lawson,23.0,DEN,PG,80.0,31.0,26.3,4.3,8.6,0.503,0.9,2.1,0.404,3.5,6.5,0.536,0.553,2.2,2.8,0.764,0.8,1.8,2.6,4.7,1.0,0.1,1.7,1.7,11.7,6MOY-11
147,114.0,Joakim Noah,25.0,CHI,C,48.0,48.0,32.8,4.4,8.4,0.525,0.0,0.0,0.0,4.4,8.4,0.526,0.525,2.9,3.9,0.739,3.8,6.6,10.4,2.2,1.0,1.5,1.9,3.3,11.7,"DPOY-15,DEF2"
148,115.0,Daniel Gibson,24.0,CLE,SG,67.0,15.0,27.8,3.9,9.9,0.4,1.8,4.4,0.403,2.2,5.5,0.398,0.489,2.0,2.4,0.822,0.4,2.3,2.6,3.0,0.7,0.3,1.2,2.3,11.6,
149,116.0,George Hill,24.0,SAS,PG,76.0,5.0,28.3,3.8,8.3,0.453,1.0,2.7,0.377,2.8,5.6,0.49,0.514,3.1,3.6,0.863,0.3,2.3,2.6,2.5,0.9,0.3,1.3,2.0,11.6,6MOY-8
150,117.0,Carlos Delfino,28.0,MIL,SF,49.0,40.0,32.4,4.1,10.5,0.39,2.1,5.8,0.37,1.9,4.7,0.415,0.492,1.2,1.5,0.8,0.5,3.6,4.1,2.3,1.6,0.2,1.2,1.5,11.5,
151,118.0,Andrew Bynum,23.0,LAL,C,54.0,47.0,27.8,4.4,7.6,0.574,0.0,0.0,,4.4,7.6,0.574,0.574,2.6,3.9,0.66,3.1,6.3,9.4,1.4,0.4,2.0,1.4,2.6,11.3,DPOY-22
152,119.0,Boris Diaw,28.0,CHA,PF,82.0,82.0,33.9,4.6,9.4,0.492,1.0,2.8,0.345,3.7,6.7,0.553,0.543,1.0,1.5,0.683,1.3,3.8,5.0,4.1,0.9,0.6,2.0,2.3,11.3,
153,120.0,Drew Gooden,29.0,MIL,PF,35.0,18.0,24.6,4.5,10.3,0.431,0.1,0.6,0.15,4.4,9.8,0.447,0.435,2.3,2.9,0.794,2.1,4.7,6.8,1.3,0.6,0.5,1.3,2.8,11.3,
154,121.0,O.J. Mayo,23.0,MEM,SG,71.0,17.0,26.3,4.3,10.5,0.407,1.4,3.7,0.364,2.9,6.8,0.431,0.471,1.4,1.8,0.756,0.5,1.9,2.4,2.0,1.0,0.4,1.4,1.8,11.3,6MOY-11
155,122.0,Brandon Bass,25.0,ORL,PF,76.0,51.0,26.1,4.4,8.5,0.515,0.0,0.0,0.0,4.4,8.5,0.516,0.515,2.5,3.1,0.815,1.8,3.8,5.6,0.8,0.4,0.7,1.3,2.1,11.2,
156,123.0,Mike Dunleavy,30.0,IND,SG,61.0,44.0,27.6,3.9,8.5,0.462,1.7,4.2,0.402,2.3,4.4,0.519,0.56,1.6,2.0,0.8,0.5,4.1,4.5,1.7,0.7,0.5,1.1,1.8,11.2,
157,124.0,Ben Gordon,27.0,DET,SG,82.0,27.0,26.0,4.1,9.4,0.44,1.3,3.2,0.402,2.8,6.1,0.46,0.51,1.7,2.0,0.85,0.5,1.9,2.4,2.1,0.6,0.2,1.7,2.2,11.2,
158,125.0,Linas Kleiza,26.0,TOR,SF,39.0,23.0,26.5,4.6,10.4,0.438,1.0,3.4,0.298,3.6,7.1,0.505,0.486,1.1,1.7,0.631,0.9,3.6,4.5,1.0,0.5,0.2,1.7,2.5,11.2,
159,126.0,Charlie Villanueva,26.0,DET,PF,76.0,11.0,21.9,4.1,9.3,0.442,1.6,4.3,0.387,2.5,5.1,0.488,0.53,1.2,1.5,0.767,0.7,3.2,3.9,0.6,0.6,0.6,0.9,2.3,11.1,
160,127.0,Trevor Ariza,25.0,NOH,SF,75.0,75.0,34.7,4.0,10.2,0.398,1.1,3.6,0.303,2.9,6.5,0.45,0.451,1.8,2.6,0.701,0.8,4.6,5.4,2.2,1.6,0.4,1.6,2.4,11.0,
161,128.0,Tyler Hansbrough,25.0,IND,PF,70.0,29.0,21.9,4.1,8.8,0.465,0.0,0.0,0.0,4.1,8.7,0.466,0.465,2.8,3.6,0.779,2.1,3.2,5.2,0.6,0.5,0.2,1.1,2.3,11.0,
162,129.0,Richard Jefferson,30.0,SAS,SF,81.0,81.0,30.4,3.8,7.9,0.474,1.7,3.8,0.44,2.1,4.1,0.504,0.579,1.8,2.4,0.759,0.7,3.2,3.8,1.3,0.5,0.4,1.1,2.0,11.0,
163,130.0,Gilbert Arenas,29.0,2TM,PG,70.0,16.0,25.7,3.8,10.5,0.366,1.4,4.7,0.297,2.5,5.8,0.423,0.433,1.7,2.2,0.784,0.3,2.4,2.7,3.9,1.1,0.3,2.5,2.7,10.8,
164,130.0,Gilbert Arenas,29.0,WAS,PG,21.0,14.0,34.6,6.2,15.7,0.394,2.2,6.9,0.324,4.0,8.8,0.449,0.465,2.7,3.2,0.836,0.3,3.0,3.3,5.6,1.4,0.6,3.4,3.6,17.3,
165,130.0,Gilbert Arenas,29.0,ORL,PG,49.0,2.0,21.8,2.8,8.2,0.344,1.0,3.7,0.275,1.8,4.5,0.401,0.406,1.3,1.8,0.744,0.3,2.1,2.4,3.2,0.9,0.2,2.2,2.3,8.0,
166,131.0,Hedo Türkoğlu,31.0,2TM,SF,81.0,72.0,31.4,4.0,8.9,0.446,1.6,3.8,0.41,2.4,5.1,0.473,0.534,1.3,1.9,0.679,0.6,3.8,4.4,4.2,0.9,0.4,1.6,3.0,10.8,
167,131.0,Hedo Türkoğlu,31.0,PHO,PF,25.0,16.0,25.2,3.4,7.7,0.44,1.6,3.9,0.423,1.8,3.8,0.458,0.547,1.0,1.4,0.722,0.8,3.2,4.0,2.3,0.7,0.6,1.2,3.1,9.5,
168,131.0,Hedo Türkoğlu,31.0,ORL,SF,56.0,56.0,34.1,4.2,9.4,0.448,1.5,3.8,0.404,2.7,5.6,0.478,0.529,1.4,2.1,0.667,0.4,4.1,4.6,5.1,1.0,0.4,1.8,3.0,11.4,
169,132.0,Aaron Brooks,26.0,2TM,PG,59.0,12.0,21.8,3.7,9.9,0.375,1.2,4.0,0.297,2.5,5.9,0.427,0.434,2.1,2.4,0.886,0.3,1.0,1.3,3.9,0.6,0.1,1.7,1.9,10.7,
170,132.0,Aaron Brooks,26.0,HOU,PG,34.0,7.0,23.9,3.9,11.4,0.346,1.4,5.0,0.284,2.5,6.4,0.394,0.408,2.3,2.4,0.94,0.3,1.2,1.5,3.8,0.6,0.1,1.6,2.0,11.6,
171,132.0,Aaron Brooks,26.0,PHO,PG,25.0,5.0,18.9,3.4,8.0,0.43,0.9,2.7,0.328,2.6,5.3,0.481,0.485,1.8,2.3,0.807,0.4,0.7,1.1,4.2,0.5,0.0,1.8,1.8,9.6,
172,133.0,Ryan Anderson,22.0,ORL,PF,64.0,14.0,22.3,3.5,8.2,0.43,2.1,5.3,0.393,1.4,2.9,0.5,0.558,1.5,1.8,0.812,2.0,3.5,5.5,0.8,0.5,0.6,0.8,2.1,10.6,
173,134.0,Toney Douglas,24.0,NYK,SG,81.0,9.0,24.3,3.9,9.3,0.416,1.8,4.7,0.373,2.1,4.6,0.46,0.511,1.0,1.3,0.794,0.8,2.2,3.0,3.0,1.1,0.0,1.1,2.2,10.6,6MOY-14
174,135.0,Jared Dudley,25.0,PHO,SF,82.0,15.0,26.1,3.7,7.7,0.477,1.3,3.1,0.415,2.4,4.6,0.519,0.56,2.0,2.7,0.743,1.4,2.5,3.9,1.3,1.1,0.2,0.9,1.7,10.6,
175,136.0,Rajon Rondo,24.0,BOS,PG,68.0,68.0,37.2,4.7,9.9,0.475,0.1,0.6,0.233,4.5,9.2,0.491,0.482,1.1,1.9,0.568,1.3,3.1,4.4,11.2,2.3,0.2,3.4,1.8,10.6,"MVP-10,DPOY-5,AS,DEF1"
176,137.0,Marco Belinelli,24.0,NOH,SG,80.0,69.0,24.5,3.8,8.6,0.437,1.7,4.1,0.414,2.1,4.6,0.458,0.534,1.2,1.6,0.784,0.2,1.7,1.9,1.2,0.5,0.1,1.0,1.8,10.5,
177,138.0,Al Harrington,30.0,DEN,PF,73.0,3.0,22.8,3.8,9.2,0.416,1.6,4.5,0.357,2.2,4.8,0.473,0.503,1.2,1.6,0.735,1.0,3.5,4.5,1.4,0.5,0.1,1.5,2.8,10.5,
178,139.0,Jodie Meeks,23.0,PHI,SG,74.0,64.0,27.9,3.3,7.7,0.425,1.9,4.7,0.397,1.4,3.0,0.468,0.546,2.1,2.3,0.894,0.3,2.0,2.3,1.1,0.9,0.1,0.8,1.3,10.5,
179,140.0,Marvin Williams,24.0,ATL,SF,65.0,52.0,28.7,3.8,8.3,0.458,0.6,1.7,0.336,3.2,6.6,0.489,0.493,2.3,2.7,0.845,1.0,3.8,4.8,1.4,0.5,0.4,1.0,1.6,10.4,
180,141.0,Emeka Okafor,28.0,NOH,C,72.0,72.0,31.8,4.2,7.3,0.573,0.0,0.0,0.0,4.2,7.3,0.574,0.573,2.0,3.6,0.562,3.2,6.3,9.5,0.6,0.6,1.8,1.7,3.2,10.3,
181,142.0,Marcin Gortat,26.0,2TM,C,80.0,14.0,25.4,4.2,7.5,0.561,0.0,0.1,0.25,4.2,7.5,0.563,0.561,1.8,2.4,0.725,1.9,6.0,7.9,0.9,0.5,1.1,1.0,2.4,10.2,6MOY-9
182,142.0,Marcin Gortat,26.0,ORL,C,25.0,2.0,15.8,1.8,3.2,0.543,0.0,0.0,,1.8,3.2,0.543,0.543,0.5,0.7,0.667,1.5,3.2,4.7,0.7,0.3,0.8,0.7,2.1,4.0,
183,142.0,Marcin Gortat,26.0,PHO,C,55.0,12.0,29.7,5.3,9.5,0.563,0.0,0.1,0.25,5.3,9.4,0.566,0.564,2.3,3.2,0.731,2.0,7.3,9.3,1.0,0.5,1.3,1.2,2.5,13.0,
184,143.0,Kirk Hinrich,30.0,2TM,PG,72.0,51.0,30.0,3.9,8.7,0.446,1.0,2.6,0.399,2.8,6.0,0.467,0.506,1.5,1.8,0.841,0.3,2.2,2.5,4.0,1.0,0.2,1.7,2.6,10.2,
185,143.0,Kirk Hinrich,30.0,WAS,SG,48.0,29.0,30.6,4.1,9.1,0.452,0.9,2.3,0.384,3.2,6.8,0.475,0.501,1.9,2.2,0.876,0.3,2.4,2.7,4.4,1.2,0.2,1.8,2.5,11.1,
186,143.0,Kirk Hinrich,30.0,ATL,PG,24.0,22.0,28.6,3.3,7.7,0.432,1.3,3.2,0.421,2.0,4.5,0.44,0.519,0.6,0.9,0.667,0.3,1.9,2.2,3.3,0.8,0.3,1.5,2.8,8.6,
187,144.0,Yao Ming,30.0,HOU,C,5.0,5.0,18.2,3.6,7.4,0.486,0.0,0.0,,3.6,7.4,0.486,0.486,3.0,3.2,0.938,1.4,4.0,5.4,0.8,0.0,1.6,1.4,2.6,10.2,AS
188,145.0,Tyrus Thomas,24.0,CHA,C,41.0,2.0,21.0,3.8,8.1,0.471,0.0,0.1,0.0,3.8,8.0,0.476,0.471,2.6,3.3,0.787,1.6,3.9,5.5,0.7,0.7,1.6,1.6,2.8,10.2,
189,146.0,Tyson Chandler,28.0,DAL,C,74.0,74.0,27.8,3.6,5.5,0.654,0.0,0.0,,3.6,5.5,0.654,0.654,2.9,4.0,0.732,2.8,6.6,9.4,0.4,0.5,1.1,1.2,3.2,10.1,"DPOY-3,DEF2"
190,147.0,JaVale McGee,23.0,WAS,C,79.0,75.0,27.8,4.2,7.6,0.55,0.0,0.0,0.0,4.2,7.6,0.552,0.55,1.7,2.9,0.583,2.8,5.2,8.0,0.5,0.5,2.4,1.3,2.9,10.1,DPOY-19
191,148.0,JJ Redick,26.0,ORL,SG,59.0,5.0,25.6,3.3,7.6,0.441,1.5,3.7,0.397,1.9,3.9,0.482,0.538,1.9,2.2,0.875,0.1,1.8,1.9,1.7,0.5,0.1,0.9,1.4,10.1,6MOY-15
192,149.0,Kris Humphries,25.0,NJN,PF,74.0,44.0,27.9,4.1,7.9,0.527,0.0,0.0,0.0,4.1,7.9,0.527,0.527,1.7,2.6,0.665,3.0,7.4,10.4,1.1,0.4,1.1,1.4,2.3,10.0,
193,150.0,Serge Ibaka,21.0,OKC,PF,82.0,44.0,27.0,4.1,7.5,0.543,0.0,0.0,0.0,4.1,7.5,0.544,0.543,1.7,2.2,0.75,2.6,5.0,7.6,0.3,0.4,2.4,0.9,3.3,9.9,DPOY-14
194,151.0,Sasha Vujačić,26.0,2TM,SG,67.0,17.0,24.6,3.6,8.9,0.402,1.4,3.9,0.37,2.1,5.0,0.426,0.483,1.2,1.4,0.844,0.4,2.3,2.8,2.0,0.8,0.1,1.0,2.0,9.8,
195,151.0,Sasha Vujačić,26.0,LAL,SG,11.0,0.0,4.9,0.7,2.1,0.348,0.3,0.6,0.429,0.5,1.5,0.313,0.413,0.1,0.2,0.5,0.1,0.3,0.4,0.5,0.1,0.0,0.5,0.6,1.8,
196,151.0,Sasha Vujačić,26.0,NJN,SG,56.0,17.0,28.5,4.1,10.2,0.404,1.7,4.6,0.369,2.4,5.7,0.432,0.486,1.4,1.7,0.851,0.5,2.7,3.3,2.3,0.9,0.1,1.1,2.3,11.4,
197,152.0,Chase Budinger,22.0,HOU,SF,78.0,22.0,22.3,3.6,8.4,0.425,1.1,3.5,0.325,2.4,4.9,0.497,0.493,1.5,1.8,0.855,0.7,2.9,3.6,1.6,0.5,0.2,0.9,1.5,9.8,
198,153.0,José Calderón,29.0,TOR,PG,68.0,55.0,30.9,3.9,8.8,0.44,0.8,2.3,0.365,3.0,6.5,0.466,0.487,1.3,1.5,0.854,0.4,2.5,3.0,8.9,1.2,0.1,2.2,2.1,9.8,
199,154.0,Randy Foye,27.0,LAC,SG,63.0,24.0,24.6,3.3,8.4,0.388,1.1,3.4,0.327,2.1,5.0,0.43,0.455,2.1,2.4,0.893,0.2,1.4,1.6,2.7,0.7,0.3,1.5,1.9,9.8,
200,155.0,Gary Neal,26.0,SAS,SG,80.0,1.0,21.1,3.6,7.9,0.451,1.6,3.9,0.419,2.0,4.1,0.481,0.553,1.1,1.3,0.808,0.3,2.2,2.5,1.2,0.3,0.1,1.0,1.9,9.8,ROY-5
201,156.0,Martell Webster,24.0,MIN,SF,46.0,1.0,23.8,3.3,7.4,0.447,1.2,2.9,0.417,2.1,4.5,0.466,0.528,2.0,2.7,0.77,0.8,2.4,3.2,1.2,0.6,0.2,1.3,2.2,9.8,
202,157.0,Landry Fields,22.0,NYK,SG,82.0,81.0,31.0,3.6,7.3,0.497,1.0,2.7,0.393,2.6,4.7,0.556,0.568,1.4,1.8,0.769,1.3,5.1,6.4,1.9,1.0,0.2,1.3,1.4,9.7,ROY-4
203,158.0,Francisco García,29.0,SAC,SF,58.0,34.0,23.9,3.6,8.2,0.436,1.4,3.9,0.362,2.2,4.3,0.502,0.521,1.1,1.3,0.855,0.4,1.9,2.3,1.2,0.9,0.8,0.8,2.2,9.7,
204,159.0,Jordan Farmar,24.0,NJN,PG,73.0,18.0,24.6,3.5,8.9,0.392,1.5,4.2,0.359,2.0,4.8,0.421,0.475,1.1,1.4,0.82,0.3,2.0,2.4,5.0,0.8,0.1,1.9,1.8,9.6,
205,160.0,Gerald Henderson,23.0,CHA,SG,68.0,30.0,24.4,3.8,8.4,0.454,0.1,0.5,0.194,3.7,7.9,0.472,0.461,1.9,2.4,0.785,0.7,2.3,3.0,1.5,0.7,0.5,0.9,1.7,9.6,
206,161.0,Amir Johnson,23.0,TOR,PF,72.0,54.0,25.7,3.9,6.9,0.568,0.0,0.0,0.0,3.9,6.9,0.569,0.568,1.8,2.2,0.788,2.6,3.8,6.4,1.1,0.7,1.2,1.0,3.7,9.6,
207,162.0,J.J. Barea,26.0,DAL,PG,81.0,2.0,20.6,3.5,8.0,0.439,0.8,2.3,0.349,2.7,5.7,0.476,0.49,1.6,1.9,0.847,0.4,1.6,2.0,3.9,0.4,0.0,1.7,1.7,9.5,
208,163.0,Ersan İlyasova,23.0,MIL,PF,60.0,34.0,25.1,3.7,8.5,0.436,0.6,2.0,0.298,3.1,6.4,0.479,0.471,1.6,1.7,0.894,1.8,4.3,6.1,0.9,0.9,0.4,1.1,2.7,9.5,
209,164.0,Greg Monroe,20.0,DET,C,80.0,48.0,27.8,3.8,6.9,0.551,0.0,0.0,0.0,3.8,6.9,0.552,0.551,1.8,2.9,0.622,3.1,4.4,7.5,1.3,1.2,0.6,1.0,2.5,9.4,ROY-6
210,165.0,Jerryd Bayless,22.0,2TM,PG,71.0,14.0,21.1,3.1,7.3,0.422,0.7,2.1,0.336,2.4,5.2,0.456,0.469,2.3,2.9,0.806,0.4,2.0,2.3,3.7,0.5,0.1,1.8,2.1,9.2,
211,165.0,Jerryd Bayless,22.0,NOH,PG,11.0,0.0,13.5,1.5,4.5,0.347,0.3,1.3,0.214,1.3,3.2,0.4,0.378,1.2,1.5,0.765,0.2,1.2,1.4,2.5,0.2,0.1,1.5,1.5,4.5,
212,165.0,Jerryd Bayless,22.0,TOR,PG,60.0,14.0,22.5,3.4,7.8,0.429,0.8,2.2,0.348,2.6,5.6,0.461,0.479,2.6,3.2,0.81,0.4,2.1,2.5,4.0,0.6,0.1,1.8,2.2,10.0,
213,166.0,Shaquille O'Neal,38.0,BOS,C,37.0,36.0,20.3,3.6,5.4,0.667,0.0,0.0,,3.6,5.4,0.667,0.667,2.0,3.5,0.557,1.3,3.5,4.8,0.7,0.4,1.1,1.5,3.2,9.2,
214,167.0,Travis Outlaw,26.0,NJN,SF,82.0,55.0,28.8,3.3,8.9,0.375,0.9,3.1,0.302,2.4,5.8,0.413,0.427,1.6,2.1,0.772,0.7,3.3,4.0,1.0,0.4,0.4,0.9,1.8,9.2,
