,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
47,42.0,Metta World Peace,26.0,2TM,SF,56.0,56.0,39.4,6.3,15.5,0.404,1.4,4.5,0.308,4.9,11.0,0.443,0.449,3.7,5.4,0.675,1.3,3.8,5.1,3.6,2.2,0.7,2.3,2.9,17.6,"DPOY-4,DEF1"
48,42.0,Metta World Peace,26.0,IND,SF,16.0,16.0,37.7,6.8,14.8,0.46,1.1,3.4,0.333,5.7,11.4,0.497,0.498,4.6,7.6,0.612,1.6,3.3,4.9,2.2,2.6,0.7,2.7,2.8,19.4,
49,42.0,Metta World Peace,26.0,SAC,SF,40.0,40.0,40.1,6.0,15.8,0.383,1.5,5.0,0.302,4.5,10.8,0.42,0.43,3.3,4.6,0.717,1.2,4.0,5.2,4.2,2.0,0.8,2.2,3.0,16.9,
50,43.0,Caron Butler,25.0,WAS,SF,75.0,54.0,36.1,6.6,14.5,0.455,0.5,1.6,0.342,6.0,12.9,0.469,0.474,3.9,4.4,0.87,1.5,4.7,6.2,2.5,1.7,0.2,2.3,3.2,17.6,
51,44.0,Sam Cassell,36.0,LAC,PG,78.0,75.0,34.0,6.3,14.3,0.443,0.9,2.4,0.368,5.4,11.8,0.459,0.475,3.7,4.3,0.863,0.5,3.2,3.7,6.3,0.9,0.1,2.2,2.9,17.2,
52,45.0,Jason Terry,28.0,DAL,PG,80.0,80.0,35.0,6.5,13.7,0.47,2.1,5.2,0.411,4.3,8.5,0.505,0.547,2.1,2.6,0.8,0.4,1.6,2.0,3.8,1.3,0.3,1.7,2.5,17.1,
53,46.0,David West,25.0,NOK,PF,74.0,74.0,34.1,7.2,14.0,0.512,0.0,0.1,0.273,7.1,13.9,0.514,0.513,2.7,3.2,0.843,2.3,5.1,7.4,1.2,0.8,0.9,1.4,2.9,17.1,
54,47.0,Ben Gordon,22.0,CHI,SG,80.0,47.0,31.0,6.1,14.4,0.422,2.1,4.8,0.435,4.0,9.6,0.416,0.494,2.6,3.4,0.787,0.5,2.2,2.7,3.0,0.9,0.1,2.3,3.0,16.9,
55,48.0,Morris Peterson,28.0,TOR,SG,82.0,77.0,38.3,5.8,13.4,0.436,2.2,5.5,0.395,3.7,7.9,0.465,0.517,2.9,3.6,0.82,0.8,3.9,4.6,2.3,1.3,0.2,1.5,2.7,16.8,
56,49.0,Stephen Jackson,27.0,IND,SG,81.0,81.0,35.9,5.8,14.2,0.411,1.4,4.2,0.345,4.4,10.0,0.439,0.462,3.3,4.2,0.786,0.6,3.3,3.9,2.8,1.3,0.5,2.5,2.4,16.4,
57,50.0,Carlos Boozer,24.0,UTA,PF,33.0,19.0,31.1,6.6,12.1,0.549,0.0,0.0,,6.6,12.1,0.549,0.549,3.0,4.2,0.723,2.2,6.4,8.6,2.7,0.9,0.2,2.1,3.2,16.3,
58,51.0,Stephon Marbury,28.0,NYK,PG,60.0,60.0,36.6,5.8,12.9,0.451,0.6,1.7,0.317,5.3,11.2,0.472,0.472,4.1,5.4,0.755,0.4,2.5,2.9,6.4,1.1,0.1,2.6,2.4,16.3,
59,52.0,Chris Paul,20.0,NOK,PG,78.0,78.0,36.0,5.2,12.1,0.43,0.6,2.3,0.282,4.6,9.9,0.464,0.456,5.1,6.0,0.847,0.8,4.3,5.1,7.8,2.2,0.1,2.3,2.8,16.1,ROY-1
60,53.0,Kirk Hinrich,25.0,CHI,PG,81.0,81.0,36.5,5.6,13.3,0.418,1.6,4.2,0.37,4.0,9.1,0.441,0.477,3.2,3.9,0.815,0.4,3.2,3.6,6.3,1.2,0.3,2.3,3.1,15.9,
61,54.0,Dwight Howard,20.0,ORL,PF,82.0,81.0,36.8,5.7,10.7,0.531,0.0,0.0,0.0,5.7,10.7,0.532,0.531,4.3,7.3,0.595,3.5,9.0,12.5,1.5,0.8,1.4,2.6,3.4,15.8,
62,55.0,Josh Howard,25.0,DAL,SF,59.0,58.0,32.5,5.9,12.6,0.471,0.5,1.1,0.429,5.5,11.5,0.475,0.489,3.3,4.5,0.734,2.1,4.2,6.3,1.9,1.2,0.4,1.3,2.8,15.6,
63,56.0,Zydrunas Ilgauskas,30.0,CLE,C,78.0,78.0,29.3,5.8,11.4,0.506,0.0,0.1,0.0,5.8,11.3,0.509,0.506,4.1,4.9,0.834,3.1,4.4,7.6,1.2,0.5,1.7,2.0,3.6,15.6,
64,57.0,Larry Hughes,27.0,CLE,SG,36.0,31.0,35.6,5.3,13.0,0.409,0.8,2.1,0.368,4.6,10.9,0.417,0.439,4.1,5.4,0.756,0.7,3.8,4.5,3.6,1.5,0.6,2.8,3.3,15.5,
65,58.0,Andrei Kirilenko,24.0,UTA,SF,69.0,63.0,37.7,4.9,10.6,0.46,0.5,1.7,0.308,4.3,8.9,0.489,0.485,5.0,7.2,0.699,2.3,5.7,8.0,4.3,1.5,3.2,2.9,2.3,15.3,"DPOY-3,DEF1"
66,59.0,Gerald Wallace,23.0,CHA,SF,55.0,52.0,34.5,5.8,10.7,0.538,0.3,0.9,0.28,5.5,9.8,0.562,0.55,3.4,5.6,0.614,2.2,5.3,7.5,1.7,2.5,2.1,1.8,2.7,15.2,DPOY-9
67,60.0,Manu Ginóbili,28.0,SAS,SG,65.0,56.0,27.9,4.8,10.3,0.462,1.3,3.3,0.382,3.5,7.0,0.5,0.524,4.3,5.5,0.778,0.6,2.9,3.5,3.6,1.6,0.4,1.9,2.4,15.1,
68,61.0,Grant Hill,33.0,ORL,SF,21.0,17.0,29.2,5.7,11.6,0.49,0.1,0.4,0.25,5.6,11.2,0.498,0.494,3.7,4.9,0.765,0.7,3.1,3.8,2.3,1.1,0.3,1.7,2.4,15.1,
69,62.0,Rasheed Wallace,31.0,DET,PF,80.0,80.0,34.8,5.7,13.3,0.43,1.9,5.4,0.357,3.8,7.9,0.48,0.503,1.7,2.3,0.743,1.1,5.7,6.8,2.3,1.0,1.6,1.1,2.9,15.1,"DPOY-13,AS"
70,63.0,Brad Miller,29.0,SAC,C,79.0,79.0,37.0,5.5,11.1,0.495,0.4,1.1,0.386,5.1,10.0,0.507,0.514,3.5,4.3,0.828,1.5,6.2,7.8,4.7,0.8,0.8,2.3,3.0,15.0,
71,64.0,Hedo Türkoğlu,26.0,ORL,SF,78.0,59.0,33.5,5.1,11.2,0.454,1.5,3.6,0.403,3.6,7.6,0.478,0.519,3.3,3.8,0.861,0.9,3.4,4.3,2.8,0.9,0.3,1.7,3.0,14.9,
72,65.0,Cuttino Mobley,30.0,LAC,SG,79.0,74.0,37.7,5.4,12.8,0.426,1.1,3.1,0.339,4.4,9.7,0.453,0.467,2.9,3.5,0.839,0.6,3.7,4.3,3.0,1.2,0.5,1.8,2.6,14.8,
73,66.0,Lamar Odom,26.0,LAL,PF,80.0,80.0,40.3,5.6,11.6,0.481,1.0,2.7,0.372,4.6,8.9,0.514,0.524,2.7,3.9,0.69,2.3,7.0,9.2,5.5,0.9,0.8,2.7,3.2,14.8,
74,67.0,Raja Bell,29.0,PHO,SG,79.0,79.0,37.5,5.4,11.8,0.457,2.5,5.6,0.442,2.9,6.1,0.471,0.563,1.5,1.8,0.788,0.6,2.6,3.2,2.6,1.0,0.3,1.1,3.1,14.7,DPOY-13
75,68.0,Jameer Nelson,23.0,ORL,PG,62.0,33.0,28.8,5.6,11.6,0.483,1.1,2.7,0.424,4.5,8.9,0.5,0.531,2.3,2.9,0.779,0.6,2.3,2.9,4.9,1.1,0.1,2.4,2.8,14.6,
76,69.0,Steve Francis,28.0,2TM,SG,70.0,60.0,34.2,4.8,10.9,0.435,0.4,1.2,0.301,4.4,9.7,0.452,0.452,4.5,5.7,0.787,1.1,3.1,4.1,4.9,1.1,0.2,3.1,2.9,14.4,
77,69.0,Steve Francis,28.0,ORL,PG,46.0,45.0,37.7,5.4,12.5,0.433,0.4,1.5,0.257,5.0,11.0,0.457,0.449,5.0,6.3,0.797,1.3,3.5,4.8,5.7,1.1,0.2,3.4,3.1,16.2,
78,69.0,Steve Francis,28.0,NYK,SG,24.0,15.0,27.5,3.5,7.9,0.442,0.3,0.5,0.538,3.2,7.4,0.435,0.461,3.5,4.5,0.761,0.6,2.4,3.0,3.5,1.0,0.3,2.4,2.6,10.8,
79,70.0,Jamal Crawford,25.0,NYK,SG,79.0,27.0,32.3,4.6,11.1,0.416,1.3,3.7,0.345,3.4,7.4,0.452,0.474,3.7,4.5,0.826,0.5,2.7,3.1,3.8,1.1,0.2,2.2,1.9,14.3,6MOY-14
80,71.0,Luol Deng,20.0,CHI,SF,78.0,56.0,33.4,5.7,12.2,0.463,0.3,1.0,0.269,5.4,11.2,0.481,0.474,2.7,3.5,0.75,1.6,5.0,6.6,1.9,0.9,0.6,1.3,1.6,14.3,
81,72.0,Tayshaun Prince,25.0,DET,SF,82.0,82.0,35.3,5.5,12.2,0.455,0.8,2.2,0.35,4.8,10.0,0.479,0.487,2.2,2.9,0.765,1.3,3.0,4.2,2.3,0.8,0.5,1.1,1.2,14.1,"DPOY-13,DEF2"
82,73.0,Darius Miles,24.0,POR,SF,40.0,23.0,32.2,5.9,12.8,0.461,0.1,0.3,0.2,5.8,12.5,0.466,0.463,2.2,4.1,0.534,0.6,4.0,4.6,1.8,1.1,1.0,2.5,2.5,14.0,
83,74.0,Troy Murphy,25.0,GSW,PF,74.0,74.0,34.0,4.9,11.3,0.433,0.8,2.4,0.32,4.1,8.9,0.464,0.468,3.4,4.3,0.787,2.6,7.4,10.0,1.4,0.6,0.4,1.5,2.6,14.0,
84,75.0,Andre Miller,29.0,DEN,PG,82.0,82.0,35.8,4.9,10.6,0.463,0.1,0.3,0.185,4.9,10.3,0.472,0.466,3.8,5.2,0.738,1.1,3.2,4.3,8.2,1.3,0.2,3.1,2.6,13.7,
85,76.0,Mike Miller,25.0,MEM,SG,74.0,9.0,30.6,4.8,10.3,0.466,1.9,4.6,0.407,2.9,5.7,0.513,0.557,2.3,2.8,0.8,0.6,4.8,5.4,2.7,0.7,0.4,1.9,2.3,13.7,6MOY-1
86,77.0,Eddy Curry,23.0,NYK,C,72.0,69.0,25.9,4.7,8.3,0.563,0.0,0.0,,4.7,8.3,0.563,0.563,4.3,6.8,0.632,2.0,4.0,6.0,0.3,0.4,0.8,2.5,3.3,13.6,
87,78.0,Bonzi Wells,29.0,SAC,SG,52.0,41.0,32.4,5.5,11.8,0.463,0.2,0.9,0.222,5.3,10.9,0.482,0.471,2.5,3.7,0.679,2.7,5.0,7.7,2.8,1.8,0.5,2.4,3.0,13.6,
88,79.0,Nenad Krstić,22.0,NJN,PF,80.0,80.0,30.9,5.6,11.0,0.507,0.0,0.1,0.25,5.6,11.0,0.509,0.508,2.3,3.3,0.698,2.3,4.1,6.4,1.1,0.4,0.8,1.7,3.7,13.5,
89,80.0,Bobby Simmons,25.0,MIL,SF,75.0,74.0,33.8,4.9,10.8,0.453,1.4,3.3,0.42,3.5,7.4,0.468,0.518,2.2,2.7,0.825,1.2,3.2,4.4,2.3,1.1,0.3,1.6,3.4,13.4,
90,81.0,Boris Diaw,23.0,PHO,PF,81.0,70.0,35.5,5.5,10.5,0.526,0.1,0.4,0.267,5.4,10.2,0.536,0.531,2.1,2.9,0.731,2.0,4.9,6.9,6.2,0.7,1.0,2.3,3.2,13.3,MIP-1
91,82.0,Derek Fisher,31.0,GSW,PG,82.0,36.0,31.6,4.4,10.8,0.41,1.4,3.6,0.397,3.0,7.2,0.417,0.476,3.0,3.6,0.833,0.4,2.1,2.6,4.3,1.5,0.1,1.9,2.9,13.3,6MOY-16
92,83.0,Jason Kidd,32.0,NJN,PG,80.0,80.0,37.2,4.6,11.3,0.404,1.7,4.9,0.352,2.8,6.4,0.445,0.481,2.4,3.1,0.795,1.1,6.2,7.3,8.4,1.9,0.4,2.4,2.0,13.3,DEF1
93,84.0,Emeka Okafor,23.0,CHA,PF,26.0,25.0,33.6,5.0,12.2,0.415,0.0,0.0,,5.0,12.2,0.415,0.415,3.2,4.8,0.656,3.6,6.4,10.0,1.2,0.8,1.9,2.0,3.4,13.2,
94,85.0,Leandro Barbosa,23.0,PHO,SG,57.0,11.0,27.9,4.8,9.9,0.481,1.5,3.4,0.444,3.3,6.5,0.501,0.558,1.9,2.6,0.755,0.5,2.1,2.6,2.8,0.8,0.1,1.6,2.5,13.1,6MOY-7
95,86.0,Andrés Nocioni,26.0,CHI,PF,82.0,43.0,27.3,4.7,10.1,0.461,1.1,2.9,0.391,3.5,7.2,0.489,0.517,2.5,3.0,0.843,1.1,5.0,6.1,1.4,0.5,0.6,1.5,3.1,13.0,DPOY-13
96,87.0,Jerry Stackhouse,31.0,DAL,SG,55.0,11.0,27.7,4.4,11.0,0.401,0.7,2.4,0.277,3.7,8.6,0.436,0.431,3.5,4.0,0.882,0.6,2.2,2.8,2.9,0.7,0.2,2.2,1.7,13.0,6MOY-3
97,88.0,Charlie Villanueva,21.0,TOR,PF,81.0,36.0,29.1,5.4,11.6,0.463,0.9,2.6,0.327,4.5,9.0,0.503,0.5,1.4,2.0,0.706,2.2,4.2,6.4,1.1,0.7,0.8,1.2,3.0,13.0,"ROY-2,6MOY-20"
98,89.0,Kenyon Martin,28.0,DEN,PF,56.0,49.0,27.6,5.3,10.7,0.495,0.1,0.4,0.227,5.2,10.3,0.505,0.499,2.2,3.0,0.712,1.7,4.6,6.3,1.4,0.8,0.9,1.3,3.1,12.9,
99,90.0,Marcus Camby,31.0,DEN,C,56.0,54.0,33.2,5.4,11.6,0.465,0.0,0.2,0.091,5.4,11.4,0.472,0.466,2.0,2.8,0.712,2.4,9.6,11.9,2.1,1.4,3.3,1.6,2.8,12.8,"DPOY-5,DEF2"
100,91.0,Earl Boykins,29.0,DEN,PG,60.0,0.0,25.7,4.5,11.0,0.41,1.0,3.0,0.346,3.5,8.0,0.434,0.457,2.5,2.9,0.874,0.4,1.0,1.4,3.8,0.8,0.1,1.4,1.2,12.6,6MOY-5
101,92.0,Brevin Knight,30.0,CHA,PG,69.0,67.0,34.1,4.5,11.2,0.399,0.0,0.2,0.231,4.4,11.0,0.402,0.401,3.7,4.6,0.803,0.5,2.7,3.2,8.8,2.3,0.1,2.4,2.9,12.6,
102,93.0,Matt Harpring,29.0,UTA,SF,71.0,32.0,27.4,4.5,9.5,0.475,0.2,0.5,0.359,4.3,9.0,0.482,0.485,3.2,4.4,0.725,2.2,3.0,5.2,1.4,0.8,0.2,1.5,2.8,12.5,6MOY-16
103,94.0,Primož Brezec,26.0,CHA,C,79.0,79.0,27.4,5.2,10.0,0.517,0.0,0.0,0.0,5.2,10.0,0.518,0.517,2.1,2.8,0.732,2.3,3.3,5.6,0.6,0.2,0.4,1.1,2.9,12.4,
104,95.0,Jalen Rose,33.0,2TM,SG,72.0,45.0,27.5,4.0,9.5,0.423,0.8,2.4,0.343,3.2,7.1,0.45,0.466,3.4,4.4,0.78,0.4,2.5,2.9,2.5,0.4,0.2,1.6,2.2,12.3,
